,label,xcentroid,ycentroid,sky_centroid,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,area,semimajor_sigma,semiminor_sigma,orientation,eccentricity,min_value,max_value,local_background,segment_flux,segment_fluxerr,ellipticity,fwhm
0,1,112.88096720833481,4.002678010837831,,110,116,0,8,52.0,1.3417828870459592,1.099500162935547,86.81484173395525,0.5731760606165183,0.0,151.3576800205224,0.0,1374.0647518320752,,0.18056775537197134,2.888511922297758
1,2,125.16488772780511,3.3759302783400136,,121,131,0,8,77.0,2.180219074595095,1.2132512249867404,-39.65677978660982,0.8308601096907764,0.0,235.634682155037,0.0,2919.9476558642673,,0.44351866327375267,4.154550534333101
2,3,195.89654609874285,2.303919060391926,,194,198,0,4,21.0,1.001163222244311,0.6344311102668571,-50.711755385039886,0.7735838257694934,0.0,44.20606109719987,0.0,95.13920138933032,,0.36630601667063767,1.973579885603343
3,4,330.584920269253,0.7947369212180687,,329,332,0,3,15.0,0.8682656071243153,0.6812768130577553,53.561939027210784,0.619950374713638,0.0,63.44326479147451,0.0,208.4005544447966,,0.21535897832676398,1.8376826591002007
4,5,326.0,7.0,,325,327,6,8,9.0,0.5688292519459035,0.5688292519459035,0.0,0.0,0.0,22.35100155549329,0.0,22.35100155549329,,0.0,1.3394905246821738
5,6,199.1572066908766,11.598022797860247,,198,201,8,13,22.0,0.8452130232678552,0.6682262878750013,79.12580610642328,0.6123316170886013,0.0,67.19922103757884,0.0,134.03676523576874,,0.20939896868669683,1.7940819180454313
6,7,122.79821949421051,34.47662504677158,,111,134,18,45,511.0,3.883802561099076,2.8869002508778827,-59.43890931475992,0.6689382554659835,0.0,16273.09526655624,0.0,839877.3623566297,,0.2566820260654754,8.057841065217014
7,8,98.0,29.0,,97,99,28,30,9.0,0.5688292519459035,0.5688292519459035,4.533954238849576,1.4901161193847656e-08,0.0,1.5664196941829982,0.0,1.5664196941829982,,0.0,1.3394905246821738
8,9,364.0,34.0,,363,365,33,35,9.0,0.5688292519459035,0.5688292519459035,1.9051471663700221,1.8250120749944284e-08,0.0,0.9384329219118922,0.0,0.9384329219118922,,0.0,1.3394905246821738
9,10,270.0,40.0,,269,271,39,41,9.0,0.5688292519459035,0.5688292519459035,-45.0,0.0,0.0,12.399167587084534,0.0,12.399167587084534,,0.0,1.3394905246821738
10,11,190.49349934301114,56.777975471006776,,189,192,54,59,23.0,0.8499058983571054,0.7552735364198291,81.80507567651001,0.45857543864646777,0.0,47.56489539266361,0.0,144.8088707050577,,0.11134451722267558,1.8932358863816228
11,12,367.1678696260892,70.55261218490156,,359,374,60,78,220.0,3.6423461036302975,1.9403111657977183,-51.53728993877898,0.8462983760734271,0.0,1469.3693815776685,0.0,53607.742329996276,,0.46729083107620506,6.871777367704902
12,13,7.366543521109863,67.7817636919197,,6,9,66,69,15.0,0.7814603129774785,0.6627607450187688,34.473915455983814,0.5298274788547254,0.0,37.29495228881163,0.0,89.81970267983651,,0.15189455687960274,1.706173992920867
13,14,156.7354502722773,77.43959091434142,,151,163,69,84,155.0,3.3256627742282197,1.6226505502792385,-52.102979243905736,0.8728894992248195,0.0,483.83192010505303,0.0,14687.527940870852,,0.5120820538829876,6.161585361238262
14,15,78.98818904443276,110.10951673975092,,68,89,96,124,413.0,5.319161352615276,2.2807246942244976,-59.55324264483991,0.9034111977206624,0.0,4019.3230912756144,0.0,235040.874202287,,0.57122475837227,9.636823418441024
15,16,347.0,97.0,,346,348,96,98,9.0,0.5688292519459035,0.5688292519459035,-45.0,0.0,0.0,13.399246811299538,0.0,13.399246811299538,,0.0,1.3394905246821738
16,17,55.72155438257053,111.35737891402843,,46,64,101,121,291.0,3.847354030810553,2.285972612850605,-53.463436233584495,0.80434135597001,0.0,1557.3917797952977,0.0,83825.42478573491,,0.40583252943608084,7.451769119926847
17,18,374.06257943566715,121.65986979672681,,364,384,110,132,356.0,4.085887053963886,2.376129275932596,-56.99460014473489,0.8135138709824254,0.0,4734.897989952209,0.0,266419.838343207,,0.4184544886948317,7.8702551892592485
18,19,26.268958932584514,118.75988756441554,,20,33,111,125,138.0,3.3918002085611443,1.3615119122008261,-52.782045777077414,0.9158972590951897,0.0,681.5170302582716,0.0,13989.415588087235,,0.5985872314164398,6.085746040466794
19,20,431.46711980748285,120.18252604035543,,429,434,118,123,27.0,0.822670861496736,0.7314119780446068,-31.11270265141331,0.45777128071255435,0.0,55.95317534210657,0.0,134.80889317112053,,0.11093000581799661,1.8329448109067885
20,21,137.0,120.0,,136,138,119,121,9.0,0.5688292519459035,0.5688292519459035,0.0,1.4901161193847656e-08,0.0,9.92837799107686,0.0,9.92837799107686,,0.0,1.3394905246821738
21,22,426.0,120.0247277505408,,425,427,119,122,12.0,0.5896465100069187,0.5688292519459035,-89.99999999999999,0.26336830365373165,0.0,22.74817136368395,0.0,23.3249447795714,,0.035304640505327445,1.364221175734754
22,23,420.0,126.0,,419,421,125,127,9.0,0.5688292519459035,0.5688292519459035,-45.0,0.0,0.0,26.046226570534355,0.0,26.046226570534355,,0.0,1.3394905246821738
23,24,343.66094580239206,132.3390541976079,,342,345,131,134,14.0,0.8784985004278996,0.5688292519459035,-45.0,0.7620640253669907,0.0,11.655126255847001,0.0,17.63401206825862,,0.3524983233678398,1.7426673344015504
24,25,444.0,146.0,,443,445,145,147,9.0,0.5688292519459035,0.5688292519459035,45.0,0.0,0.0,35.16371201068717,0.0,35.16371201068717,,0.0,1.3394905246821738
25,26,395.0,176.0,,394,396,175,177,9.0,0.5688292519459035,0.5688292519459035,-45.0,0.0,0.0,2.059304602552159,0.0,2.059304602552159,,0.0,1.3394905246821738
26,27,389.8044002591051,182.45991662846794,,387,393,180,185,40.0,1.1583987867198868,0.9988661492792501,-3.9827624668199095,0.5064288295478172,0.0,69.80640465134087,0.0,411.78445439230904,,0.13771823595600274,2.546921224317848
27,28,79.0,245.0,,78,80,244,246,9.0,0.5688292519459035,0.5688292519459035,-45.0,0.0,0.0,8.548166246502962,0.0,8.548166246502962,,0.0,1.3394905246821738
28,29,426.68284531429816,258.8059011540828,,425,428,257,260,15.0,0.7606408184618393,0.664493081979323,-31.982317974515198,0.48665113476848815,0.0,54.20967693480518,0.0,110.91574147712763,,0.12640359831982895,1.6817813431775166
29,30,85.92131541262164,270.5371975556804,,83,88,269,272,23.0,1.0838736313505368,0.6881374104997644,-22.028640618253764,0.7726049069381544,0.0,18.986759356869452,0.0,76.13380811211165,,0.36511287792625235,2.137779216908134
30,31,403.29195082120174,273.83200660832296,,402,405,272,276,19.0,0.9204590516233808,0.7187981850360182,-78.2924376119185,0.6246401508068096,0.0,44.7066510711334,0.0,157.14669759836548,,0.2190872763233742,1.9446277994195071
31,32,110.0,317.0,,109,111,316,318,9.0,0.5688292519459035,0.5688292519459035,-45.0,0.0,0.0,27.705447832128566,0.0,27.705447832128566,,0.0,1.3394905246821738
32,33,391.78103628384207,328.666882261979,,383,400,318,337,273.0,3.76819765397492,2.156092244965346,-56.25878501049717,0.8201271584861107,0.0,3018.7763490689044,0.0,124063.23984570288,,0.42781869664109284,7.228961437057842
