,image,num_iters,execution_time,star_coord,flux_before,flux_after,bkg_before,bkg_after,l1_centroid_err,before_ecc,after_ecc,before_fwhm (pix),after_fwhm (pix),flag,bestBeta
112,ccfbvf110066.fits,6,0.1879,"(226.20496425277523, 328.53399900567405)",61802.727,61802.7357,129.37999725341797,0.0,0.5871,0.32914870058776213,0.29009828046164643,6.5471,3.7823,1,0.9540433589538431
113,ccfbvf110066.fits,10,0.524,"(264.0381805467129, 520.6278721506305)",14386.389,14386.3939,117.76592826843262,0.0,0.908,0.2347577199830383,0.19596300114663734,5.8964,2.7319,1,0.9772132249384635
114,ccfbvf110066.fits,6,0.1711,"(410.0939599524347, 316.1867830503488)",41253.223,41253.2293,159.40786743164062,0.0,0.2763,0.2862422590024287,0.28024373732737606,6.263,3.6395,1,0.9580853326332714
115,ccfbvf110066.fits,7,0.2314,"(241.2100291395932, 412.8102224344027)",34570.664,34570.6721,147.01573181152344,0.0,0.5907,0.2792927049588999,0.26559633516016123,6.0983,3.5489,1,0.9674954927095936
116,ccfbvf110069.fits,10,0.5681,"(503.1350232729218, 344.9790163349454)",21570.3,21570.2869,147.4056053161621,0.0,0.4483,0.27444303950153526,0.18856729843242592,6.3621,3.1543,1,0.9534388521115218
117,ccfbvf110069.fits,10,0.5164,"(226.04601737572358, 58.95908801401674)",17342.46,17342.469,120.50211143493652,0.0,0.9458,0.22827198452152608,0.17592332600146743,6.0916,2.9326,1,0.961586905952513
118,ccfbvf110069.fits,10,0.5452,"(63.62131530968494, 349.239849685538)",15316.547,15316.5486,113.42220497131348,0.0,0.3933,0.2117149497409193,0.1968642718841077,6.2252,2.836,1,0.950695213053119
119,ccfbvf110069.fits,5,0.1495,"(51.75664623652711, 131.8942247181781)",92650.55,92650.5463,130.3760929107666,0.0,0.4839,0.21160826423563905,0.20608001394241648,6.2961,3.9026,1,1.022821634861186
120,ccfbvf110069.fits,10,0.4536,"(443.68775767084026, 262.1818023043197)",40616.566,40616.5681,150.37096786499023,0.0,0.081,0.21175644738626132,0.11539683490785502,6.5707,3.6595,1,0.9590289770054408
121,ccfbvf110069.fits,10,0.4747,"(502.70378219091305, 518.1456241552983)",86063.33,86063.3319,195.28329467773438,0.0,0.9116,0.22975041090559267,0.4186333323629805,6.0731,3.7144,1,0.9593102767805899
122,ccfbwb190136.fits,10,0.4605,"(417.81821503481495, 268.2909507520833)",21800.389,21800.384,113.53701782226562,0.0,0.6814,0.19056689518520997,0.08323397865061444,6.0414,2.9976,1,1.030219698075404
123,ccfbwb190136.fits,10,0.4604,"(433.5489828570602, 15.798422031383101)",11296.029,11296.022,94.21146392822266,0.0,0.4234,0.24567477641673297,0.06907533506325081,5.628,2.9645,1,1.0270967179954562
124,ccfbwb190136.fits,10,0.4592,"(374.33126975833585, 193.16689591214)",8170.1274,8170.1294,93.53109550476074,0.0,0.8713,0.2690252445505814,0.05065456736327778,5.0679,2.6806,1,0.9727935162541942
125,ccfbwb190136.fits,10,0.6115,"(115.71305757004772, 280.45110225402607)",4032.41,4032.408,81.69058227539062,0.0,0.7841,0.2702251344958766,0.10220422142052465,5.1769,2.0019,1,0.9841066351050258
