,image,num_iters,execution_time,star_coord,flux_before,flux_after,bkg_before,bkg_after,l1_centroid_err,before_ecc,after_ecc,before_fwhm (pix),after_fwhm (pix),flag,bestBeta
126,ccfbwb190136.fits,8,0.3027,"(443.4729716520949, 132.59735175242616)",34790.4,34790.3808,114.28505325317383,0.0,0.2644,0.16208383658538383,0.07012669613105715,6.1073,3.386,1,1.0159984046034178
127,ccfbwb190136.fits,10,0.4655,"(300.440782650403, 265.8129010413793)",4919.339,4919.3394,87.08588218688965,0.0,1.2235,0.23399783132964502,0.050817728541079465,5.2454,2.1432,1,0.97372490874968
128,ccfbwd010113.fits,8,0.3704,"(443.960952152958, 261.42704912302645)",24184.371,24184.4635,4449.0201416015625,0.0,1.3712,0.19205010117116028,0.02881286886899903,5.3442,1.46,1,1.01
129,ccfbwd010113.fits,9,0.515,"(297.6426339704973, 310.96799574838684)",10675.755,10675.8063,4416.3974609375,0.0,1.8277,0.2083115730554077,0.030990379403462942,4.5781,1.3877,1,1.01
130,ccfbwd010113.fits,9,0.5516,"(418.75661139890997, 267.7106293331153)",11387.258,11387.4163,4434.5521240234375,0.0,1.52,0.19913927289734623,0.032749492192282625,3.5317,1.4003,1,1.01
131,ccfbwd010113.fits,10,0.7495,"(241.98809794216857, 412.22166529779645)",28363.871,28364.079,4435.8876953125,0.0,0.9142,0.2610953354246064,0.046009345461396234,5.1678,1.94,1,1.01
132,ccfbwd010113.fits,10,0.7556,"(480.5168632305734, 26.918082947931325)",41365.395,41365.1526,4452.997314453125,0.0,1.4912,0.23187118744111157,0.034614624210974165,5.7621,2.0735,1,0.9564892247108981
133,ccfbwd010113.fits,10,0.6965,"(87.89260524870953, 289.3417481103971)",37949.734,37949.9463,4431.875732421875,0.0,0.877,0.06651049687273292,0.027500585510285003,5.45,2.0738,1,1.0346661142238307
134,ccfbwe010079.fits,10,0.9031,"(504.79628600907654, 486.8307469348198)",25569.367,25569.3931,173.7369613647461,0.0,5.7254,0.07000406424837824,0.5351105355806737,4.6671,4.9462,1,0.9534388521115218
135,ccfbwe010079.fits,10,0.732,"(239.40317983378026, 520.4466773231628)",10954.488,10954.4929,129.43377304077148,0.0,2.231,0.1867405371680546,0.039721248263643316,4.7709,2.327,1,0.957404465173409
136,ccfbwe010079.fits,10,0.7338,"(433.71279313011587, 15.973905386847335)",11721.596,11721.5987,134.27862167358398,0.0,1.0659,0.24961618468185676,0.07376139142541482,5.8486,2.1016,1,0.9814355981076327
137,ccfbwe010079.fits,10,0.4754,"(263.7936581673198, 521.1564164202341)",11480.5,11480.4894,131.16268920898438,0.0,0.8385,0.21856657570032212,0.03788971747133285,5.4378,2.0252,1,1.0018790621743365
138,ccfbwe010079.fits,10,0.4617,"(188.1859833014802, 67.75065236566464)",9437.727,9437.7294,126.51222610473633,0.0,0.8876,0.19054948379816294,0.10540447566411582,5.2614,1.6558,1,1.01
139,ccfbwe010079.fits,10,0.4409,"(184.05005844773015, 442.68234184904475)",20926.812,20926.8214,131.23208618164062,0.0,0.9078,0.18072438326126516,0.07397841535509553,5.7152,2.3683,1,1.040041805716333
140,ccfbwi110036.fits,10,0.4244,"(408.0477967354876, 204.17076101878425)",2768.166,2768.1652,89.99140548706055,0.0,0.9722,0.13772360867168942,0.055182026580230636,4.9689,1.4569,1,1.01
141,ccfbwi110036.fits,10,0.4744,"(433.75109124862064, 15.39949868470805)",12157.814,12157.8177,89.5973892211914,0.0,0.5357,0.2753375195602863,0.1757410815093361,5.3739,2.8995,1,0.9525419126744095
142,ccfbwi110036.fits,10,0.5414,"(331.1199058906362, 390.59985525195566)",12107.109,12107.1139,98.00421333312988,0.0,0.5155,0.3459243776872679,0.22169360439646546,5.8445,3.005,1,0.950695213053119
143,ccfbwi110036.fits,10,0.4551,"(250.89605909457532, 41.3753278129823)",18595.414,18595.4165,86.42556381225586,0.0,0.8497,0.2493739676898492,0.10100874487917366,5.7216,3.0358,1,0.9820780064971736
144,ccfbwi110036.fits,4,0.1062,"(329.92304765782853, 419.80576672100057)",4762.135,4762.1333,87.31912994384766,0.0,1.4058,0.3172771576240667,0.13428324279311754,4.7903,2.5873,1,0.9674366429004991
145,ccfbwi110036.fits,5,0.1253,"(443.6188460259273, 132.23555235455194)",36481.89,36481.8816,105.94249153137207,0.0,0.5958,0.24909494208738758,0.17717512460911267,5.8686,3.2213,1,0.9505061583846218
146,ccfbwj010030.fits,10,0.475,"(480.12473733414237, 27.090485552788273)",7565.625,7565.6241,75.97384071350098,0.0,0.8837,0.20424955719603255,0.2630935280596256,5.7076,2.5602,1,0.9500778765841014
147,ccfbwj010030.fits,6,0.1782,"(183.8615970193718, 443.2995109881095)",2365.8723,2365.8785,68.97539901733398,0.0,1.3926,0.30586938435693967,0.29768428873465236,4.8182,2.0105,1,0.9891060607573241
148,ccfbwj010030.fits,10,0.4886,"(241.4978450870827, 412.997523621889)",4901.9053,4901.9095,71.98163986206055,0.0,0.6777,0.20281554134476643,0.329602801061222,5.3431,2.4579,1,0.9540433589538431
149,ccfbwj010030.fits,10,0.4802,"(464.71773114134777, 50.3950221727316)",1954.9038,1954.9046,72.10587692260742,0.0,1.7105,0.4108005174538939,0.20694030157902277,5.3298,1.5243,1,1.01
150,ccfbwj010030.fits,10,0.6385,"(466.22741057411446, 304.7550649023114)",11834.471,11834.4671,77.7344741821289,0.0,3.4295,0.24326910596354623,0.5345297794117208,5.0214,4.5487,1,0.9911037013318231
151,ccfbwj010030.fits,10,0.513,"(497.47553696246405, 259.6143776966106)",4219.008,4219.0082,72.61562919616699,0.0,1.0661,0.2933425609960191,0.3157909526880206,5.2478,2.5178,1,0.9650717543965429
152,ccfbxb090103.fits,10,0.467,"(502.4894414916514, 345.37279458546743)",20947.488,20947.4837,145.18994903564453,0.0,0.8704,0.3071812703072647,0.34863041609801804,6.257,2.7283,1,0.9513264961159866
153,ccfbxb090103.fits,10,0.5521,"(442.6959658562195, 132.78788200866092)",32090.64,32090.6381,147.16183471679688,0.0,1.1828,0.28398442954736325,0.2968193244176155,6.1304,3.2504,1,0.9698842404088804
154,ccfbxb090103.fits,10,0.5576,"(111.9077210203373, 103.99391794104824)",16296.343,-1353.5951,116.24004364013672,19.611048778589065,1.2075,0.240208911966742,0.23182564206427236,5.9297,4.0453,0,1.0348913824266084
155,ccfbxb090103.fits,10,0.5484,"(62.72752424255804, 349.67235880554045)",9711.293,9711.2976,120.4678726196289,0.0,1.3061,0.31704795151733367,0.29220658177506187,6.0242,2.3981,1,0.9500520376995315
156,ccfbxb090103.fits,10,0.5042,"(225.23132236440225, 59.44471281235629)",11970.001,11970.0059,127.64834213256836,0.0,1.0176,0.32329642706631556,0.30550247031765565,6.261,2.4334,1,0.9580853326332714
157,ccfbxb090103.fits,5,0.1446,"(485.94970568455136, 528.6012495806509)",88601.33,88601.3303,260.19284439086914,0.0,0.3591,0.20606836451951804,0.2739912725675211,6.164,3.6588,1,0.9674954927095936
158,ccfbxb090104.fits,10,0.5069,"(433.29065161978417, 16.068388360425594)",11306.916,11306.9059,161.41318130493164,0.0,0.8771,0.2815541005091171,0.26596122462168315,6.1478,2.2445,1,0.9534388521115218
159,ccfbxb090104.fits,10,0.7409,"(398.53500986877367, 67.87950508422385)",9320.633,9320.6423,154.19183349609375,0.0,0.3341,0.03438691156107343,0.17150736570427227,5.9866,2.629,1,0.997221492516195
160,ccfbxb090104.fits,8,0.2993,"(266.1644774066163, 419.048102458432)",110034.89,110034.8936,228.03656005859375,0.0,0.4974,0.2331050333892868,0.24146042970300907,6.2982,3.792,1,0.950695213053119
161,ccfbxb090104.fits,10,0.5494,"(49.69861509702302, 313.41420894343656)",9564.8,9564.8004,141.59676361083984,0.0,1.5936,0.34289425694990694,0.25190366314698176,6.0467,2.6091,1,0.9751782295825364
162,ccfbxb090104.fits,9,0.3702,"(514.689239461953, 110.1920110611088)",77629.414,77629.4405,201.72197723388672,0.0,0.8546,0.3583085595633412,0.29525428383455665,6.6431,3.5953,1,0.9867783132719253
163,ccfbxb090104.fits,10,0.4472,"(501.674078283636, 518.7936901375)",126300.93,126300.9252,228.73912811279297,0.0,1.6457,0.18363331531370874,0.310249056241631,5.6992,3.3891,1,0.9505061583846218
164,ccfbxe310103.fits,3,0.0449,"(418.1013705413391, 268.7157345442487)",2003.999,2004.0014,83.29216194152832,0.0,0.8914,0.05116944454824546,0.06490594108061853,5.6136,2.0147,1,0.9639493860652042
165,ccfbxe310103.fits,10,0.4589,"(94.50890165804584, 357.4469637837015)",6551.994,6552.0038,79.24644088745117,0.0,1.0276,0.09395831752121231,0.08492824478145844,5.6798,2.2736,1,1.0097899978811085
166,ccfbxe310103.fits,10,0.4972,"(480.10888667113414, 27.284009381093234)",7189.22,7189.2221,87.9177303314209,0.0,0.4949,0.08753985375780415,0.09613988172419419,5.8291,2.532,1,1.0271270346685946
167,ccfbxe310103.fits,10,0.5048,"(502.15445213370094, 518.2246870307468)",11438.559,7172.4132,91.93595886230469,4.740160174471299,1.1416,0.0534280877398694,0.1696754693543968,5.9323,3.5205,0,0.9576979909828792
168,ccfbxe310103.fits,10,0.4752,"(297.6137737375366, 311.3358219526331)",3022.444,3022.4443,78.9288387298584,0.0,0.2508,0.07533795964722012,0.12394299416297438,4.8415,2.126,1,1.0018790621743365
169,ccfbxe310103.fits,10,0.4596,"(439.5948589409205, 287.2128614284874)",6300.177,6300.181,83.42801094055176,0.0,0.4036,0.13493808279886754,0.07901624215903003,5.9011,2.2676,1,1.0436729988736735
