col1_1,label_1,xcentroid_1,ycentroid_1,sky_centroid_1,bbox_xmin_1,bbox_xmax_1,bbox_ymin_1,bbox_ymax_1,area_1,semimajor_sigma_1,semiminor_sigma_1,orientation_1,eccentricity_1,min_value_1,max_value_1,local_background_1,segment_flux_1,segment_fluxerr_1,ellipticity_1,fwhm_1,col1_2,label_2,xcentroid_2,ycentroid_2,sky_centroid_2,bbox_xmin_2,bbox_xmax_2,bbox_ymin_2,bbox_ymax_2,area_2,semimajor_sigma_2,semiminor_sigma_2,orientation_2,eccentricity_2,min_value_2,max_value_2,local_background_2,segment_flux_2,segment_fluxerr_2,ellipticity_2,fwhm_2,Separation
275,276,28.168962978653248,302.9557929290769,,25,30,300,306,30.0,1.0691891305624743,0.8831768354953988,-63.85847722124674,0.5636336387506213,0.0,114.17207645587654,0.0,602.6517335153646,,0.1739751085658895,2.309144940868817,40,41,28.04247563461881,302.9910751173769,,27,29,302,304,9.0,0.8060972016992728,0.7780465731987234,-56.27299700047032,0.2615057136531755,299.17024464672966,467.1099708030181,-80.25491373550292,3419.957700717378,,0.03479807204567631,1.8654791421342172,0.13131595871075197
278,279,62.79212015100124,320.2253430090693,,59,66,316,326,54.0,1.4590563595880963,1.1140170201933532,-60.93349392210311,0.645785552556901,0.0,247.86313278521797,0.0,2505.67266981241,,0.23648115929678726,3.056679500553939,316,317,62.61927627923961,320.25804550045666,,60,65,318,323,22.0,1.4898195783803299,1.0894078114670713,-60.61805470090525,0.682125923284083,198.87635973402632,451.7720574936209,18.541186931936863,6670.187362228339,,0.2687652738115911,3.073185304194525,0.17591036623374928
279,280,58.682095050320896,325.56852095986386,,54,66,321,329,75.0,1.9094919431404553,1.1015452934774843,-33.7537298275729,0.8168298029716139,0.0,426.7468146585201,0.0,4702.790922320593,,0.4231212666622607,3.6706355648763522,317,318,58.577050176178844,325.6579993032283,,55,62,323,328,29.0,1.9616917840250607,1.036532598045996,-38.4697186303922,0.849003587333587,290.02966742588455,638.8360999129943,-86.53101266761249,12317.108046243604,,0.47161291774429215,3.6943796298429517,0.13798840355174977
283,284,20.47012153635869,320.1483865593025,,18,23,318,322,28.0,0.8102500443153235,0.6987631355829937,2.9374968531931143,0.5062201053395992,0.0,88.73384051744874,0.0,224.36741284717777,,0.137595683597325,1.7815696461599777,43,44,20.347046353477264,320.16025466561314,,19,21,319,321,6.0,0.7426648209434599,0.6405389303947545,-27.9786406422585,0.5060788118241893,227.12977856255307,335.79947396797706,-9.312575265991285,1626.1820454167587,,0.13751276170448945,1.6330309079127623,0.1236460779349569
284,285,32.545572890607595,322.9382358539685,,26,36,318,328,69.0,1.6231511388139497,1.4078384645518764,-84.56682668666667,0.49770048056781885,0.0,683.8009089002533,0.0,12009.191765940974,,0.1326510323736113,3.577710558369773,320,321,32.604075314692274,322.7588070577825,,29,35,319,327,39.0,1.7950458880481313,1.4597506054104252,81.01044980194366,0.5819693143750009,300.6886781732666,904.7253559738674,-85.32009518647611,21800.976863950265,,0.18678925417460723,3.8525106280160655,0.18872526731873043
285,286,29.00492459714836,327.7022861594722,,24,34,318,332,101.0,1.9124184868708933,1.4222806694767642,-38.305501646064975,0.6685047582725917,0.0,916.6395052847215,0.0,14930.692661485878,,0.2562921351989723,3.9684924955151444,321,322,29.093952261188893,328.00669601262774,,25,33,324,331,48.0,1.9992212697186165,1.6510624037848447,-34.749616452803885,0.5638858204654063,330.591303264084,960.8852682180406,-111.43675698784105,26724.195968427466,,0.17414723983142388,4.317385390457722,0.31716128966616447
288,289,436.1104479515654,349.54755493394913,,432,440,345,354,57.0,1.5802341476506807,1.2083549247434318,80.84135678681693,0.6444241029051412,0.0,250.29230116617137,0.0,3090.58773576066,,0.23533172185914242,3.3123796345009886,45,46,436.1421795078943,349.62340196726916,,435,437,348,351,11.0,1.0397604412049166,0.740285653557064,-76.09129899731735,0.7022026545676928,363.10901467701626,600.9201338700826,-95.91605224709473,5171.744766119373,,0.28802287121138126,2.125298228368538,0.08221717661477106
290,291,431.533739583838,354.93678559551716,,426,436,349,360,96.0,2.03360861579405,1.5366708312548092,-43.93165240579972,0.6549901085406756,0.0,426.61029159574946,0.0,8401.431000356657,,0.24436254876172658,4.244206707448946,46,47,431.21669621984256,355.0593708282515,,429,434,352,357,26.0,1.5305216632607144,1.2030254289385238,-41.352498126268124,0.6181970870506022,411.97980101925407,835.8193447310996,-118.89991314420266,14690.147802900075,,0.21397686957561457,3.241521947387654,0.33991709862562025
291,292,49.07680974140087,361.575723544031,,46,51,358,365,32.0,1.1287973898942973,0.9024744881541272,-69.57786835741925,0.6006649390094566,0.0,85.64490871092742,0.0,442.64493432522386,,0.20049913630768001,2.406439299839485,361,362,48.705485962587865,361.94132683633205,,47,50,360,364,11.0,1.2037436290501982,0.7059507545527072,-58.991344454679435,0.8099762256757084,397.4639937803063,525.9962667118951,-173.36540838298077,4934.864575356558,,0.41353728691404956,2.3236270721316985,0.5211018288716084
292,293,45.02500207134135,366.669217553478,,42,48,363,369,36.0,1.4244896329079748,0.874787290676631,-45.940557873236216,0.7892237412606099,0.0,138.26045643004792,0.0,781.6673858649862,,0.3858942385626023,2.7834847101609523,362,363,45.14473141605709,366.30439096703554,,43,47,364,368,16.0,1.597332631284858,0.7256296019203412,-45.5562801566432,0.8908610851806067,324.5105359714427,571.9434208294194,-129.31242790480184,6737.317971674709,,0.5457241730943283,2.921310563524621,0.3839707725352546
293,294,349.9783232904612,375.97898613270814,,346,354,371,381,67.0,1.7126884654983727,1.2935222645941498,-59.63892535511604,0.6554272077711197,0.0,189.7671447136006,0.0,2657.7961902631064,,0.2447416499545645,3.5737843338867123,51,52,350.299400819476,375.9504419082055,,349,351,375,377,7.0,0.7639098183853972,0.6760917076728788,-83.8050423181274,0.4655125876883205,312.81309000562163,469.39783266422415,-58.4451188052589,2791.3162109302134,,0.1149587406771797,1.6986221506501293,0.3223438418687099
