,image,num_iters,execution_time,star_coord,flux_before,flux_after,bkg_before,bkg_after,l1_centroid_err,before_ecc,after_ecc,before_fwhm (pix),after_fwhm (pix),flag,bestBeta
89,ccfbvc310082.fits,1,0.01,"(415.82345674342196, 270.9052016350851)",27065.314,17287.3231,111.81733703613281,10.864432450180256,1.0267,0.2978900410155709,0.24092796126594718,5.1196,4.4319,0,1.0
90,ccfbvc310082.fits,1,0.0095,"(497.64971622921735, 399.466423635381)",29934.727,14331.2514,131.65667724609375,17.337188849935927,0.0994,0.5654064469601738,0.5670298303573623,5.4885,5.3241,0,1.0
91,ccfbvc310082.fits,1,0.0098,"(48.81337772828833, 314.7293454797193)",9282.663,657.4031,82.44336700439453,9.583621968665295,1.0523,0.41671175059400933,0.3013548934459821,4.5839,3.7395,0,1.0
92,ccfbvd120064.fits,3,0.0478,"(443.56110532940517, 262.6740168093585)",23282.55,23282.5365,182.05493927001953,0.0,0.9396,0.04202259028952238,0.19865925794117656,6.1817,3.323,1,1.0
93,ccfbvd120064.fits,3,0.0474,"(95.08888782835473, 356.97594998597765)",28848.916,28848.927,161.1143798828125,0.0,0.4686,0.07422112229391997,0.15892340075741762,6.507,3.4682,1,1.0
94,ccfbvd120064.fits,3,0.0683,"(480.4909463038702, 27.17686771755502)",35877.133,35877.1333,192.73546981811523,0.0,0.286,0.050817096496668546,0.18440021203058976,6.4632,4.053,1,1.0
95,ccfbvd120064.fits,1,0.0095,"(501.9478487524487, 518.4898119736725)",48120.008,28815.1738,236.56289672851562,21.449817456388658,0.9892,0.11963867002498585,0.09063861038080756,6.0514,4.5829,0,1.0
96,ccfbvd120064.fits,3,0.0464,"(466.5840638894916, 304.5115188703656)",52047.598,52047.5949,226.08700942993164,0.0,2.1706,0.07845000480294062,0.040734347860914566,5.7673,3.9997,1,1.0
97,ccfbvd120064.fits,3,0.0471,"(417.95396078880066, 268.2708091005116)",6548.708,6548.7043,178.76866912841797,0.0,0.7517,0.04412386639669541,0.26837341562406025,6.0971,2.5427,1,1.0
98,ccfbvd120067.fits,4,0.077,"(327.08369651139355, 107.00375025139662)",80518.5,80518.5013,214.35330963134766,0.0,1.1752,0.36794017971732795,0.1168232741252182,7.3256,3.7351,1,1.0
99,ccfbvd120067.fits,2,0.0213,"(212.04941221148897, 450.27772310783945)",31469.04,31469.0414,166.04615783691406,0.0,0.4053,0.16327801302560607,0.026664429072837947,6.6665,3.8351,1,1.0
100,ccfbvd120067.fits,3,0.0474,"(266.3505326347455, 418.88633211246344)",31372.854,31372.8522,282.8475875854492,0.0,0.5708,0.1601141797061041,0.10076169575396532,6.314,3.398,1,1.0
101,ccfbvd120067.fits,3,0.0425,"(51.23055221133225, 132.04011840684217)",61337.004,61337.0089,175.41949844360352,0.0,1.1978,0.36677160164261424,0.1250101775579875,7.145,3.7244,1,1.0
102,ccfbvd120067.fits,1,0.0094,"(393.1672725934353, 313.0148718271375)",22265.86,22265.8558,204.08616256713867,0.0,0.4415,0.15548913345353577,0.19849031693630936,6.0176,5.6808,1,1.0
103,ccfbvd120067.fits,3,0.0451,"(439.052302894652, 286.8133566274778)",31705.447,31705.4422,182.61270141601562,0.0,1.0227,0.38724048223727425,0.11491219649543838,7.3408,4.0798,1,1.0
104,ccfbvf110065.fits,3,0.046,"(297.57215638345133, 310.7866203553254)",18877.562,18877.5561,132.01847076416016,0.0,0.3024,0.32913768745371064,0.3161846249924225,6.5268,3.6351,1,1.0
105,ccfbvf110065.fits,3,0.0459,"(443.0353796847967, 262.7520110184127)",35430.71,35430.6983,161.04837799072266,0.0,0.4141,0.2635792973739054,0.23404367311643848,6.5166,3.702,1,1.0
106,ccfbvf110065.fits,3,0.048,"(497.9339118476661, 259.54264211455524)",30593.979,30593.9765,150.93426513671875,0.0,0.469,0.2467536534295146,0.17534656419536476,6.6011,4.0831,1,1.0
107,ccfbvf110065.fits,4,0.0759,"(290.1318118952968, 380.33928646510026)",10394.1045,10394.0948,134.45853424072266,0.0,0.4049,0.2320693749279248,0.22859891783928943,6.9124,2.9629,1,1.0
108,ccfbvf110065.fits,4,0.073,"(225.9168119801454, 58.947109137553355)",11372.061,11372.0659,131.9646224975586,0.0,0.327,0.21191347530790805,0.18678593626723028,6.1562,2.9328,1,1.0
109,ccfbvf110065.fits,3,0.0498,"(226.7426816566331, 173.95446544917348)",10151.16,10151.1704,117.34426498413086,0.0,0.269,0.31882300656837836,0.26108787904604136,6.071,3.4943,1,1.0
110,ccfbvf110066.fits,4,0.0831,"(503.2213325742903, 343.9272299222542)",24335.574,24335.5776,143.35149383544922,0.0,0.8613,0.3811639532168001,0.27392616804669323,6.3913,3.6573,1,1.0
111,ccfbvf110066.fits,3,0.0474,"(184.03412571746935, 442.4349174642323)",23813.879,23813.8782,119.52640533447266,0.0,0.5532,0.2812434928099008,0.18165724684650086,6.4017,3.7196,1,1.0
112,ccfbvf110066.fits,3,0.0469,"(226.20496425277523, 328.53399900567405)",61802.727,61802.7357,129.37999725341797,0.0,0.6861,0.32914870058776213,0.2856783437096245,6.5471,3.9706,1,1.0
113,ccfbvf110066.fits,4,0.082,"(264.0381805467129, 520.6278721506305)",14386.389,14386.3939,117.76592826843262,0.0,0.9593,0.2347577199830383,0.18310527712263858,5.8964,3.1363,1,1.0
114,ccfbvf110066.fits,4,0.0847,"(410.0939599524347, 316.1867830503488)",41253.223,41253.2293,159.40786743164062,0.0,0.3463,0.2862422590024287,0.2868223709053699,6.263,3.6918,1,1.0
115,ccfbvf110066.fits,3,0.0453,"(241.2100291395932, 412.8102224344027)",34570.664,34570.6721,147.01573181152344,0.0,0.644,0.2792927049588999,0.25747398758845796,6.0983,3.7474,1,1.0
116,ccfbvf110069.fits,3,0.0468,"(503.1350232729218, 344.9790163349454)",21570.3,21570.2869,147.4056053161621,0.0,0.5175,0.27444303950153526,0.17742040352128274,6.3621,3.5417,1,1.0
117,ccfbvf110069.fits,3,0.0425,"(226.04601737572358, 58.95908801401674)",17342.46,17342.469,120.50211143493652,0.0,0.964,0.22827198452152608,0.1539223959951257,6.0916,3.6068,1,1.0
118,ccfbvf110069.fits,3,0.0467,"(63.62131530968494, 349.239849685538)",15316.547,15316.5486,113.42220497131348,0.0,0.4953,0.2117149497409193,0.18977614689155797,6.2252,3.5183,1,1.0
119,ccfbvf110069.fits,3,0.0442,"(51.75664623652711, 131.8942247181781)",92650.55,92650.5463,130.3760929107666,0.0,0.4216,0.21160826423563905,0.20643597059003116,6.2961,3.9797,1,1.0
120,ccfbvf110069.fits,3,0.0463,"(443.68775767084026, 262.1818023043197)",40616.566,40616.5681,150.37096786499023,0.0,0.1742,0.21175644738626132,0.12228063122797816,6.5707,4.0326,1,1.0
121,ccfbvf110069.fits,1,0.0091,"(502.70378219091305, 518.1456241552983)",86063.33,86063.3319,195.28329467773438,0.0,0.5095,0.22975041090559267,0.2704255521726161,6.0731,5.4625,1,1.0
122,ccfbwb190136.fits,4,0.0758,"(417.81821503481495, 268.2909507520833)",21800.389,21800.384,113.53701782226562,0.0,0.5893,0.19056689518520997,0.0988878892442322,6.0414,3.2278,1,1.0
123,ccfbwb190136.fits,4,0.0817,"(433.5489828570602, 15.798422031383101)",11296.029,11296.022,94.21146392822266,0.0,0.3192,0.24567477641673297,0.09083255400790757,5.628,3.2989,1,1.0
124,ccfbwb190136.fits,3,0.0462,"(374.33126975833585, 193.16689591214)",8170.1274,6945.8276,93.53109550476074,1.3603354095851878,0.6861,0.2690252445505814,0.08424855259111363,5.0679,3.6644,0,1.0
125,ccfbwb190136.fits,6,0.1881,"(115.71305757004772, 280.45110225402607)",4032.41,4032.408,81.69058227539062,0.0,0.7581,0.2702251344958766,0.09570389997789841,5.1769,2.1415,1,1.0
126,ccfbwb190136.fits,3,0.0438,"(443.4729716520949, 132.59735175242616)",34790.4,34790.3808,114.28505325317383,0.0,0.2098,0.16208383658538383,0.09078215689520075,6.1073,3.5618,1,1.0
127,ccfbwb190136.fits,5,0.1149,"(300.440782650403, 265.8129010413793)",4919.339,4919.3394,87.08588218688965,0.0,1.0494,0.23399783132964502,0.10078474974027196,5.2454,2.5395,1,1.0
128,ccfbwd010113.fits,5,0.1234,"(443.960952152958, 261.42704912302645)",24184.371,24184.4635,4449.0201416015625,0.0,1.2961,0.19205010117116028,0.06301417698018819,5.3442,1.6368,1,1.0
129,ccfbwd010113.fits,4,0.0791,"(297.6426339704973, 310.96799574838684)",10675.755,10675.8063,4416.3974609375,0.0,1.7776,0.2083115730554077,0.06813340154641478,4.5781,1.4494,1,1.0
