,image,num_iters,execution_time,star_coord,flux_before,flux_after,bkg_before,bkg_after,l1_centroid_err,before_ecc,after_ecc,before_fwhm (pix),after_fwhm (pix),flag,bestBeta
130,ccfbwd010113.fits,4,0.0835,"(418.75661139890997, 267.7106293331153)",11387.258,11387.4163,4434.5521240234375,0.0,1.4412,0.19913927289734623,0.09221543520852771,3.5317,1.5108,1,1.0
131,ccfbwd010113.fits,3,0.0513,"(241.98809794216857, 412.22166529779645)",28363.871,28364.079,4435.8876953125,0.0,0.8985,0.2610953354246064,0.05208833699094295,5.1678,1.9871,1,1.0
132,ccfbwd010113.fits,3,0.0501,"(480.5168632305734, 26.918082947931325)",41365.395,41365.1526,4452.997314453125,0.0,1.4802,0.23187118744111157,0.05347652457325336,5.7621,2.1667,1,1.0
133,ccfbwd010113.fits,3,0.0602,"(87.89260524870953, 289.3417481103971)",37949.734,37949.9463,4431.875732421875,0.0,0.8307,0.06651049687273292,0.037651241283805814,5.45,2.2294,1,1.0
134,ccfbwe010079.fits,1,0.0072,"(504.79628600907654, 486.8307469348198)",25569.367,25569.3931,173.7369613647461,0.0,7.7115,0.07000406424837824,0.2827446404017395,4.6671,3.7044,1,1.0
135,ccfbwe010079.fits,5,0.118,"(239.40317983378026, 520.4466773231628)",10954.488,10954.4929,129.43377304077148,0.0,1.9928,0.1867405371680546,0.09936602836296482,4.7709,3.0258,1,1.0
136,ccfbwe010079.fits,6,0.1895,"(433.71279313011587, 15.973905386847335)",11721.596,11721.5987,134.27862167358398,0.0,0.9678,0.24961618468185676,0.0830391246377874,5.8486,2.2849,1,1.0
137,ccfbwe010079.fits,6,0.1766,"(263.7936581673198, 521.1564164202341)",11480.5,11480.4894,131.16268920898438,0.0,0.7669,0.21856657570032212,0.09119646984326268,5.4378,2.1766,1,1.0
138,ccfbwe010079.fits,10,0.538,"(188.1859833014802, 67.75065236566464)",9437.727,9437.7294,126.51222610473633,0.0,0.8846,0.19054948379816294,0.11241003652935488,5.2614,1.6667,1,1.0
139,ccfbwe010079.fits,6,0.162,"(184.05005844773015, 442.68234184904475)",20926.812,20926.8214,131.23208618164062,0.0,0.6978,0.18072438326126516,0.08114089083000986,5.7152,2.5416,1,1.0
140,ccfbwi110036.fits,9,0.3728,"(408.0477967354876, 204.17076101878425)",2768.166,2768.1652,89.99140548706055,0.0,0.9253,0.13772360867168942,0.08022373816506745,4.9689,1.5531,1,1.0
141,ccfbwi110036.fits,4,0.0837,"(433.75109124862064, 15.39949868470805)",12157.814,12157.8177,89.5973892211914,0.0,0.5521,0.2753375195602863,0.17528469974225436,5.3739,3.1921,1,1.0
142,ccfbwi110036.fits,3,0.0483,"(331.1199058906362, 390.59985525195566)",12107.109,12107.1139,98.00421333312988,0.0,0.1996,0.3459243776872679,0.2914391594586697,5.8445,3.9691,1,1.0
143,ccfbwi110036.fits,4,0.0749,"(250.89605909457532, 41.3753278129823)",18595.414,18595.4165,86.42556381225586,0.0,0.8718,0.2493739676898492,0.10837909863751649,5.7216,3.1691,1,1.0
144,ccfbwi110036.fits,5,0.1208,"(329.92304765782853, 419.80576672100057)",4762.135,4762.1333,87.31912994384766,0.0,1.4629,0.3172771576240667,0.1175845921628198,4.7903,2.6485,1,1.0
145,ccfbwi110036.fits,4,0.0794,"(443.6188460259273, 132.23555235455194)",36481.89,36481.8816,105.94249153137207,0.0,0.6513,0.24909494208738758,0.19719333685858975,5.8686,3.2574,1,1.0
146,ccfbwj010030.fits,4,0.0884,"(480.12473733414237, 27.090485552788273)",7565.625,7565.6241,75.97384071350098,0.0,0.9998,0.20424955719603255,0.22814343108874247,5.7076,2.9804,1,1.0
147,ccfbwj010030.fits,6,0.1581,"(183.8615970193718, 443.2995109881095)",2365.8723,2365.8785,68.97539901733398,0.0,1.4364,0.30586938435693967,0.29729529287652723,4.8182,2.0307,1,1.0
148,ccfbwj010030.fits,4,0.0755,"(241.4978450870827, 412.997523621889)",4901.9053,4901.9095,71.98163986206055,0.0,0.4787,0.20281554134476643,0.2890315548537019,5.3431,3.0246,1,1.0
149,ccfbwj010030.fits,7,0.2249,"(464.71773114134777, 50.3950221727316)",1954.9038,1954.9046,72.10587692260742,0.0,1.6478,0.4108005174538939,0.2942510240183789,5.3298,1.7149,1,1.0
150,ccfbwj010030.fits,3,0.046,"(466.22741057411446, 304.7550649023114)",11834.471,11834.4671,77.7344741821289,0.0,3.2761,0.24326910596354623,0.5474102984906861,5.0214,5.5332,1,1.0
151,ccfbwj010030.fits,4,0.0786,"(497.47553696246405, 259.6143776966106)",4219.008,4219.0082,72.61562919616699,0.0,0.7815,0.2933425609960191,0.25358331984982585,5.2478,3.3443,1,1.0
152,ccfbxb090103.fits,3,0.0472,"(502.4894414916514, 345.37279458546743)",20947.488,20947.4837,145.18994903564453,0.0,0.6491,0.3071812703072647,0.30720075884337006,6.257,3.4244,1,1.0
153,ccfbxb090103.fits,3,0.0476,"(442.6959658562195, 132.78788200866092)",32090.64,32090.6381,147.16183471679688,0.0,1.1027,0.28398442954736325,0.2860599798789848,6.1304,3.4845,1,1.0
154,ccfbxb090103.fits,1,0.0098,"(111.9077210203373, 103.99391794104824)",16296.343,6023.3358,116.24004364013672,11.414458884735545,0.3569,0.240208911966742,0.18168549568717696,5.9297,4.1931,0,1.0
155,ccfbxb090103.fits,3,0.0504,"(62.72752424255804, 349.67235880554045)",9711.293,9711.2976,120.4678726196289,0.0,0.975,0.31704795151733367,0.25775547001785326,6.0242,3.1609,1,1.0
156,ccfbxb090103.fits,3,0.0471,"(225.23132236440225, 59.44471281235629)",11970.001,11970.0059,127.64834213256836,0.0,0.7188,0.32329642706631556,0.27361880316435006,6.261,3.2581,1,1.0
157,ccfbxb090103.fits,3,0.0612,"(485.94970568455136, 528.6012495806509)",88601.33,88601.3303,260.19284439086914,0.0,0.3307,0.20606836451951804,0.2756246753266337,6.164,3.7715,1,1.0
158,ccfbxb090104.fits,4,0.0762,"(433.29065161978417, 16.068388360425594)",11306.916,11306.9059,161.41318130493164,0.0,0.7477,0.2815541005091171,0.2634627330160464,6.1478,3.0461,1,1.0
159,ccfbxb090104.fits,4,0.0812,"(398.53500986877367, 67.87950508422385)",9320.633,9320.6423,154.19183349609375,0.0,0.157,0.03438691156107343,0.2116932050507071,5.9866,3.0672,1,1.0
160,ccfbxb090104.fits,3,0.0462,"(266.1644774066163, 419.048102458432)",110034.89,110034.8936,228.03656005859375,0.0,0.3192,0.2331050333892868,0.25001711489083533,6.2982,3.7362,1,1.0
161,ccfbxb090104.fits,3,0.0555,"(49.69861509702302, 313.41420894343656)",9564.8,9564.8004,141.59676361083984,0.0,1.3573,0.34289425694990694,0.25108850745466504,6.0467,3.276,1,1.0
162,ccfbxb090104.fits,3,0.0513,"(514.689239461953, 110.1920110611088)",77629.414,77629.4405,201.72197723388672,0.0,0.834,0.3583085595633412,0.28589900982931604,6.6431,3.7599,1,1.0
163,ccfbxb090104.fits,1,0.0088,"(501.674078283636, 518.7936901375)",126300.93,92767.8809,228.73912811279297,37.25893810981805,0.5284,0.18363331531370874,0.27213256298035793,5.6992,4.8531,0,1.0
164,ccfbxe310103.fits,5,0.1223,"(418.1013705413391, 268.7157345442487)",2003.999,2004.0014,83.29216194152832,0.0,0.8013,0.05116944454824546,0.07475833043263425,5.6136,1.9072,1,1.0
165,ccfbxe310103.fits,3,0.0464,"(94.50890165804584, 357.4469637837015)",6551.994,6552.0038,79.24644088745117,0.0,1.1815,0.09395831752121231,0.07985652849039138,5.6798,2.9577,1,1.0
166,ccfbxe310103.fits,3,0.0477,"(480.10888667113414, 27.284009381093234)",7189.22,7189.2221,87.9177303314209,0.0,0.4809,0.08753985375780415,0.09166168933807994,5.8291,2.8077,1,1.0
167,ccfbxe310103.fits,1,0.0117,"(502.15445213370094, 518.2246870307468)",11438.559,3023.0925,91.93595886230469,9.350516452556914,0.8639,0.0534280877398694,0.18642342678184143,5.9323,3.8424,0,1.0
168,ccfbxe310103.fits,3,0.2196,"(297.6137737375366, 311.3358219526331)",3022.444,3022.4443,78.9288387298584,0.0,0.382,0.07533795964722012,0.09009817705708367,4.8415,2.8048,1,1.0
169,ccfbxe310103.fits,3,0.0516,"(439.5948589409205, 287.2128614284874)",6300.177,6300.181,83.42801094055176,0.0,0.5648,0.13493808279886754,0.11389290068679747,5.9011,3.0304,1,1.0
