,0,1,2,3,4,5,6,7
0,SGP_original_images/ccfbue110099.fits_327.3375_106.8566_SGP_orig.fits,"[8488.42530769351, 22343.91190656711, 28657.018784299315, 27904.300159937564, 22170.00360337121, 15894.173971265831, 11143.175248685278, 7630.980903482385, 5238.86243699686, 3557.3368621115515, 2331.252369067195, 1238.4417356032645, 504.3514297423244, -78.6695816887077, -749.0081743345363, -927.406894935004, -735.6231341348903, -566.9138207900978, -470.3109278908523, -232.44607311856817]","[13062.264103384281, 20174.81393051751, 25874.621118493247, 27555.725127195212, 24368.178786222517, 17894.01035862941, 10911.028246765836, 5524.551919221634, 2322.746542656379, 810.9236544397719, 235.08856176581824, 56.59217857053371, 11.312398883611223, 1.8777008000746078, 0.2588042810485515, 0.02962033079250943, 0.0028150216300821406, 0.0002221503244126321, 1.455745817365249e-05, 7.921319558706835e-07]","[27418.21165063486, 60074.138000843675, 52664.95402687874, 23330.58085827087, 2744.8851718567603, 51.63973312321468, 0.0, 0.0, 0.0, 0.0, 2.9103830456733704e-11, -2.9103830456733704e-11, 0.0, 0.0, 2.9103830456733704e-11, -2.9103830456733704e-11, 0.0, 0.0, 0.0, 0.0]","[28164.61658424973, 58928.690496734926, 54075.79952349557, 21763.679422614867, 3841.6244159296216, 297.40666543823033, 10.098100863765243, 0.1503771753406086, 0.000982148942459699, 2.8133644526996304e-06, 3.534498894293712e-09, 1.9475244398553813e-12, 4.706425567106519e-16, 4.988301382997264e-20, 2.3188218651402667e-24, 4.727540966022894e-29, 4.227235341162961e-34, 1.6577947679959685e-39, 2.8514011108673116e-45, 2.150993391899345e-51]",0.014004046880029555,0.0007219917423210887,[5.97814599e+02 1.21650791e-02 1.30683723e-02]
1,SGP_original_images/ccfbvc170118.fits_178.244_506.4522_SGP_orig.fits,"[662.0304222275687, 1905.2737187682055, 2708.1078469571275, 2952.799746066391, 3015.7908804298677, 2726.174128557708, 2339.1139125415048, 1914.836952554493, 1450.2832100141059, 861.5023432608068, 540.869806850722, 152.2985917183978, -279.52740581538455, -532.4821744650726, -605.6755987665274, -558.5418703779396, -270.5291212881748, -223.3983614808276, -106.95015839583357, -91.51104026422036]","[1148.8946625722876, 1755.2232325647947, 2382.5795041144165, 2873.593550275323, 3079.4004924580877, 2932.0400990706135, 2480.484582606132, 1864.5157423136282, 1245.2555124342882, 738.9478455681985, 389.6117065783728, 182.52111105489465, 75.97262037497532, 28.097262184240044, 9.2328078667344, 2.6956685264728577, 0.6992976582658684, 0.161183490271278, 0.03300972707082108, 0.006006565360931681]","[2426.4342265085043, 5550.480830777097, 6116.834303393933, 4961.633382739596, 3137.651604476094, 1522.431855073708, 521.9229546894094, 110.87531206913627, 19.179831147903315, 14.098978978618106, 2.300652321551752, 0.0, 0.0, 0.0, -3.637978807091713e-12, 3.637978807091713e-12, 0.0, 0.0, 3.637978807091713e-12, -3.637978807091713e-12]","[2881.7871160187888, 5046.183632925078, 6158.25744024627, 5237.768073553065, 3104.762057139296, 1282.6377414209048, 369.29492686276484, 74.10308742301093, 10.363176578728183, 1.0100505929341066, 0.06860993248602461, 0.0032480633441892893, 0.00010716565506397542, 2.464225174211532e-06, 3.9491060019994397e-08, 4.410733588025771e-10, 3.4333374974414897e-12, 1.8625837125237866e-14, 7.042206234219835e-17, 1.8556467795862342e-19]",0.0026638695956018145,0.0014726008563288578,[1.40682996e+02 4.54454104e-02 5.01558795e-02]
2,SGP_original_images/ccfbvc170118.fits_474.0155_402.918_SGP_orig.fits,"[464.1421773092862, 1366.0382049323657, 2142.1907795624315, 2490.613127124504, 2566.8730904819595, 2478.1113557823373, 2056.3837919102843, 1575.9443300979328, 1088.6901438924979, 737.4770835917552, 366.468271387952, 66.72434390146736, -217.65217577766816, -611.0515196440356, -521.9238809823219, -535.6315953963967, -398.7306072459396, -332.8152844122196, -107.12934518839029, -129.92743085432812]","[798.8159782865167, 1321.9750101122097, 1910.1815392906642, 2409.9106294966705, 2654.6185608466794, 2553.161057512753, 2144.021777930975, 1572.00914730023, 1006.3657338952768, 562.5116335157217, 274.5251086796001, 116.978899485668, 43.521903945721036, 14.137842416986036, 4.009897605092038, 0.9930207526382412, 0.2147129615599163, 0.04053527236569714, 0.006681636181778306, 0.0009616287720831077]","[1883.456670563364, 4026.917381839926, 4469.53408828288, 3728.3573019846044, 2829.285269412092, 1674.7780397387287, 617.9616970880597, 181.91314174718718, 40.48570262139401, 5.145595282167051, 5.788969426699623, 2.4896064755339467, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.637978807091713e-12]","[2255.2203750504214, 3623.792326779507, 4402.981469875536, 4045.1968142327514, 2810.228911930907, 1476.2264440339882, 586.372380742788, 176.1178088142808, 39.99836905100855, 6.868952845126206, 0.8919654428780365, 0.08758198118936511, 0.006502655455699346, 0.00036506984710634133, 1.5497813367389175e-05, 4.974782883605639e-07, 1.2074998303246519e-08, 2.2162016176936802e-10, 3.075676814998863e-12, 3.2276123781556545e-14]",0.0023522556195567537,0.0011397284256639145,[1.12250802e+02 5.88833247e-02 6.57547272e-02]
3,SGP_original_images/ccfbvc170118.fits_485.6476_528.831_SGP_orig.fits,"[4068.5312695887787, 11219.450645625968, 16301.79828409354, 18062.320067263125, 17584.784239324108, 16130.209408111856, 14050.041850559137, 11696.119866917288, 8693.30332807015, 5744.822643006395, 3169.9802781664184, 1365.4549883937289, -10.406924477749271, -948.2654072822188, -1543.3765258433996, -1670.5775974197895, -674.2788788586622, 180.3008504647296, 590.7047707526363, 580.0876781551051]","[7121.6436616620895, 10634.089624303082, 14210.56166193971, 16994.681160375963, 18188.867083884837, 17421.643722010947, 14933.563646351742, 11455.884779144311, 7864.74538331064, 4832.051427741099, 2656.8637235971205, 1307.3680303550993, 575.7279224398566, 226.8963845232485, 80.02555759968281, 25.259264034512192, 7.135156887643322, 1.803753602654073, 0.40807665133986576, 0.08262227183572537]","[18936.28131876793, 43811.37621280072, 44516.814693568194, 32238.618610398145, 18040.974381260923, 7656.563816895854, 1719.6573998584645, 161.62588248643442, 6.363748889474664, 0.0003833960508927703, -2.9103830456733704e-11, 0.0, 2.9103830456733704e-11, -2.9103830456733704e-11, 2.9103830456733704e-11, -2.9103830456733704e-11, 2.9103830456733704e-11, 0.0, 0.0, 2.9103830456733704e-11]","[22352.828235828852, 39624.03495534107, 45699.30928326089, 34291.40619612461, 16741.164896482966, 5317.540107865976, 1098.9061279252405, 147.75260168105882, 12.92511450448737, 0.735628221991023, 0.027239998934145557, 0.0006562669158462571, 1.0286761155845942e-05, 1.0490628851106856e-07, 6.960638979312203e-10, 3.0048404492265617e-12, 8.439533572852054e-15, 1.542198208376644e-17, 1.8335242745761894e-20, 1.4182665321803852e-23]",0.00407244213990427,0.001770489025498642,[1.21230389e+03 4.80688723e-02 5.31282273e-02]
4,SGP_original_images/ccfbvc170119.fits_226.8246_174.0645_SGP_orig.fits,"[310.0434397491654, 914.312283244539, 1331.072712469004, 1546.5947144854404, 1614.8968903357645, 1365.2606465459621, 1135.0250106748808, 832.6637133675904, 534.562872070801, 377.5588556652383, 295.9602400078529, 45.86172062200421, -160.47926301563348, -256.88631970931056, -478.0479107991832, -465.19467046088903, -151.81725898498917, -286.6581834154422, -168.4496422060547, -73.31661587392227]","[533.7705345497296, 865.6147810129831, 1220.3631383653683, 1495.7115527300828, 1593.6794213229964, 1476.2109792849742, 1188.7492254833944, 832.1975110249964, 506.47373425460785, 267.9672951914846, 123.25399562979861, 49.284978471947724, 17.132568817064797, 5.177555325812989, 1.3602582273472303, 0.3106793043377714, 0.06168756623600903, 0.010648226935573012, 0.0015979063030247846, 0.00020845853008088388]","[865.5766356781055, 2333.555887264639, 2778.8607222488704, 2368.480797670619, 1783.7330849539048, 1100.0811179518241, 468.8134706267956, 165.02153217957675, 47.516526880332094, 11.450647781386579, 2.618590535294061, 0.0, 1.8189894035458565e-12, -3.637978807091713e-12, 1.8189894035458565e-12, 1.8189894035458565e-12, -3.637978807091713e-12, 0.0, 3.637978807091713e-12, 0.0]","[1178.8860141479395, 2063.0123968508838, 2676.6541356778503, 2574.797474356921, 1836.3450512053955, 971.0149149890069, 380.678114947333, 110.64971936215575, 23.845318127421926, 3.8099240863867214, 0.45132555120648293, 0.03963911206498565, 0.0025811801179435306, 0.0001246157978240291, 4.460548756057418e-06, 1.1837605884394105e-07, 2.329162879260105e-09, 3.397787706317024e-11, 3.674963404994705e-13, 2.9469325400037576e-15]",0.004022455079231388,0.0024731470798604114,[8.57121781e+01 6.82441242e-02 7.48846011e-02]
5,SGP_original_images/ccfbvc170119.fits_297.1877_311.5624_SGP_orig.fits,"[733.508582009514, 2017.7063993938173, 2814.9858107990926, 3219.2996229588243, 3265.7291882990903, 3033.046377324983, 2407.759280796643, 1955.7074161869896, 1650.6512889562582, 1099.7942117007187, 850.7907783410483, 475.3418260892504, 55.5892160848889, -161.77630297112046, -388.9796345608047, -355.6575109337937, -345.5974698943828, -345.46994190603436, -238.57695116815376, -157.48257943404678]","[1299.372881824437, 1911.1865685617206, 2530.3136776151164, 3015.418771706962, 3234.6172453606227, 3123.2025730466967, 2714.4347248351464, 2123.540966685436, 1495.3535203236067, 947.8270607810159, 540.7746472328977, 277.71896247828516, 128.37981281214437, 53.41828424024839, 20.00714518882452, 6.745005457634218, 2.0468286139027803, 0.5590911868504412, 0.13746299618487984, 0.030422223847141612]","[2522.9011594633985, 5452.633746997327, 6146.294787354238, 5358.676204619353, 3937.539154893253, 2085.2051412655637, 757.0858021546082, 261.12730720334, 71.25609201750194, 13.964390426241152, 0.8077461225329898, -3.637978807091713e-12, 3.637978807091713e-12, 0.0, 0.0, -3.637978807091713e-12, 3.637978807091713e-12, 0.0, 0.0, 0.0]","[2957.299384061543, 4958.504720708501, 6157.203903356207, 5662.310852232856, 3856.39264887924, 1945.1188905836812, 726.5883392441316, 201.00555631844762, 41.18177564506596, 6.248552753321631, 0.7021520690066483, 0.058433282812578466, 0.0036013618414154824, 0.0001643806139546895, 5.556634160459108e-06, 1.3910744616387333e-07, 2.579088930507427e-09, 3.5412747604583414e-11, 3.601059502423991e-13, 2.711929140455395e-15]",0.004054909284902548,0.0008620310601104228,[1.27249062e+02 4.52053568e-02 5.01254543e-02]
6,SGP_original_images/ccfbvc170119.fits_515.4571_110.0911_SGP_orig.fits,"[1738.088612248806, 5010.899983347319, 7459.211281973594, 8822.63002048803, 9125.490433026214, 8799.101694694062, 7832.945069995636, 6660.506299114699, 5513.525336216495, 4491.458920982826, 3235.221320217286, 2149.340918304486, 1135.8580482896068, -91.63759148954705, -778.4803099850105, -1001.3573270827183, -983.534899754959, -801.9086269201507, -607.1534315772005, -404.8331792879617]","[3383.8404917754197, 4940.795360707747, 6592.146782509673, 8037.109589076047, 8953.976087170819, 9115.384427971238, 8479.633205630475, 7208.1225778656235, 5598.997568073697, 3974.123994018306, 2577.6002560778848, 1527.6812141764822, 827.3569681149194, 409.4455341143897, 185.15795137526823, 76.51236290052309, 28.89108689192937, 9.968714666828895, 3.143094721208867, 0.9055632550801062]","[5968.904186841785, 15256.307490653384, 18450.569192734187, 16463.413803041127, 11889.341673389004, 6717.054492264113, 2655.9899987771205, 877.5250651142414, 153.56884346158768, 6.284323590516578, 0.0, 0.0, 0.0, 0.0, -1.4551915228366852e-11, 1.4551915228366852e-11, -1.4551915228366852e-11, 0.0, 0.0, 0.0]","[7591.982490504901, 13781.03614783316, 18162.664763805144, 17379.940420437895, 12075.024502566439, 6091.142771775864, 2230.9023384178086, 593.2440066371875, 114.54000061712998, 16.05654215960869, 1.6342477206286148, 0.12076880609521229, 0.006479816077575397, 0.0002524303714212601, 7.139890554324013e-06, 1.4662651892051354e-07, 2.186273620194918e-09, 2.366832511176213e-11, 1.8603795583751896e-13, 1.06171172300996e-15]",0.003283532447970553,0.0013820467170509176,[4.36353942e+02 4.91066990e-02 5.35174695e-02]
7,SGP_original_images/ccfbvc170120.fits_266.2868_418.8551_SGP_orig.fits,"[5982.135779135774, 17545.89528593845, 27851.96627235911, 35136.33500364411, 37807.71422328224, 36013.97601213859, 31816.227533146506, 25509.783714048506, 18995.863809182454, 12839.092495810211, 7209.903400946874, 2759.5695460323477, -943.070999872376, -3260.3524421139737, -4447.718684148189, -2506.2995533692883, -1875.8185215289413, -2110.2608570686134, -1567.2348649743362, -582.0656169099966]","[10511.109027981958, 17479.75197882159, 25616.696263887115, 33083.54956464301, 37653.227399240815, 37765.34379265512, 33379.95951647795, 26000.35610704238, 17847.357141756056, 10796.168647225948, 5755.281007126787, 2703.737559438004, 1119.3442239218089, 408.3794862903521, 131.30017411491704, 37.202130602900624, 9.289053232828769, 2.043978004024337, 0.396352965246746, 0.06773125658780495]","[19182.380964229087, 48354.68265824967, 60303.175148698574, 55816.37976559077, 41112.586781208025, 22792.238822235668, 7893.520421845926, 1244.145356657973, 31.275704742234666, 2.9103830456733704e-11, -2.9103830456733704e-11, -2.9103830456733704e-11, 2.9103830456733704e-11, -2.9103830456733704e-11, 5.820766091346741e-11, 0.0, -2.9103830456733704e-11, 2.9103830456733704e-11, 0.0, 0.0]","[23527.64430677394, 44214.05896396027, 59867.48808696945, 58407.739294824154, 41058.064021344384, 20795.781626501786, 7589.282851128002, 1995.6066395673386, 378.09231607869623, 51.61423235823431, 5.07679706863621, 0.359798083340004, 0.018372852867463547, 0.0006759943388383604, 1.792083457064884e-05, 3.423119912800318e-07, 4.7112343197420585e-09, 4.671926559953671e-11, 3.338151321063061e-13, 1.7185601701711884e-15]",0.0018089412566884423,0.0013459556734002943,[1.19306283e+03 3.96616489e-02 4.28838673e-02]
8,SGP_original_images/ccfbvc170120.fits_484.9905_435.0559_SGP_orig.fits,"[491.19770365149617, 1540.9054251520658, 2531.4807654148053, 3486.7159033171492, 3945.9722643762334, 3912.621337701985, 3587.1936152633207, 2953.57382208584, 2244.266058602552, 1629.2018757182668, 1053.463557979936, 320.7511477891676, -523.1129907391733, -1207.1228755822376, -1323.9692751567636, -1331.0351095413062, -1117.8614707026973, -945.8267537976972, -832.3538772782995, -497.18126201300765]","[863.3632429029976, 1535.276472539341, 2392.0701984129964, 3265.5439446515747, 3905.992730434289, 4093.5642864614633, 3758.9459898117816, 3024.2998113335043, 2131.9542718182634, 1316.816362615359, 712.6344772395905, 337.9113124501244, 140.38894771146792, 51.10429396117499, 16.299570195259836, 4.55500857394711, 1.1153124011576414, 0.2392754544165028, 0.04497736973421729, 0.007407714660471836]","[1775.0057803958578, 4575.778466508942, 6061.027934294, 6170.659927772884, 5184.547379378666, 4106.636516861734, 2953.4545483085676, 1631.4435630933913, 701.8035673095765, 344.1785884646597, 137.07198861579673, 13.617514231445966, -7.275957614183426e-12, 0.0, 0.0, 7.275957614183426e-12, 0.0, 0.0, 0.0, 0.0]","[2575.77079583884, 4169.344303475132, 5581.2161212457495, 6178.605309083065, 5656.5626330589985, 4282.676605273316, 2681.5042870485568, 1388.4883620721178, 594.5748378125809, 210.55780373410505, 61.66470974459045, 14.93490880419795, 2.9913621367357957, 0.4954911971297846, 0.06787399748162819, 0.007689028072666806, 0.0007203440923654399, 5.580962249516727e-05, 3.57584515898964e-06, 1.8947366612554648e-07]",0.0020375561566473334,0.0023697288260775334,[1.83119161e+02 8.14694623e-02 8.96369538e-02]
9,SGP_original_images/ccfbvc170121.fits_178.0998_506.4224_SGP_orig.fits,"[1003.3213211341947, 2775.03532113009, 4190.570698264322, 5109.387423826734, 5642.197627853686, 5471.346211063763, 4796.636825722562, 4121.646722882782, 3166.665319172309, 2168.4993036029337, 1461.104090731038, 699.4103321173752, 133.53437752941682, -402.176924461819, -996.0252151419918, -1153.3333356665462, -721.0619923457853, -547.5964313459408, -384.11634013592266, -112.79260020161018]","[1687.7917539058328, 2693.2908100904465, 3839.758164721089, 4890.809314788439, 5565.623493895182, 5658.52385855037, 5139.829515101254, 4171.099129777056, 3024.1863133082406, 1958.9475611912947, 1133.6873806164263, 586.1652240142755, 270.77154344685954, 111.74863495773073, 41.20383770539316, 13.573421756444473, 3.994820358936226, 1.050416173471972, 0.24676398803249186, 0.05179148881461543]","[2727.2168147492293, 6522.549632911619, 8247.708662037705, 8091.4646490555715, 6520.885151622631, 4335.526190681387, 2240.6551993784306, 952.253063222066, 423.14409007642826, 167.73210153546825, 36.527064246998634, 0.0, -1.4551915228366852e-11, 7.275957614183426e-12, 7.275957614183426e-12, 0.0, -7.275957614183426e-12, 7.275957614183426e-12, 0.0, -7.275957614183426e-12]","[3442.767122191663, 5962.751454727247, 8011.750124721176, 8351.215933230322, 6753.262935796333, 4236.617284694234, 2061.8944845927444, 778.4939982109231, 228.02671414934858, 51.81527627972977, 9.134221436482507, 1.2491853490993245, 0.13253294755803094, 0.010908435305730994, 0.0006965345963577834, 3.4503611333638054e-05, 1.3259527315567364e-06, 3.9530577612739524e-08, 9.142814464562743e-10, 1.640469959004294e-11]",0.002002399503970839,0.0017938067229008952,[1.72649613e+02 4.79877510e-02 5.24621151e-02]
